Date,Open,High,Low,Close,Adj Close,Volume
1976-03-22,3.104167,3.354167,3.072917,3.156250,0.790443,3339600
1976-03-29,3.156250,3.187500,3.072917,3.072917,0.769573,1132800
1976-04-05,3.072917,3.156250,3.052083,3.114583,0.780008,2181600
1976-04-12,3.114583,3.125000,3.083333,3.104167,0.777398,1747200
1976-04-19,3.104167,3.250000,3.104167,3.208333,0.803486,2661600
1976-04-26,3.208333,3.333333,3.156250,3.250000,0.813922,2308800
1976-05-03,3.250000,3.322917,3.208333,3.260417,0.816530,2109600
1976-05-10,3.270833,3.333333,3.208333,3.218750,0.806096,3130800
1976-05-17,3.197917,3.218750,3.125000,3.218750,0.806096,2281200
1976-05-24,3.187500,3.187500,3.083333,3.156250,0.794558,1621200
1976-05-31,3.156250,3.166667,3.072917,3.083333,0.776202,1502400
1976-06-07,3.072917,3.135417,3.010417,3.125000,0.786691,2446800
1976-06-14,3.125000,3.281250,3.104167,3.281250,0.826025,3337200
1976-06-21,3.281250,3.322917,3.072917,3.104167,0.781446,2250000
1976-06-28,3.104167,3.197917,3.083333,3.125000,0.786691,2377200
1976-07-05,3.125000,3.166667,3.072917,3.166667,0.797180,2712000
1976-07-12,3.166667,3.322917,3.166667,3.250000,0.818159,4113600
1976-07-19,3.250000,3.281250,3.166667,3.177083,0.799802,2397600
1976-07-26,3.177083,3.229167,3.072917,3.104167,0.781446,1308000
1976-08-02,3.104167,3.135417,3.072917,3.104167,0.781446,1616400
1976-08-09,3.104167,3.135417,3.072917,3.135417,0.789313,1414800
1976-08-16,3.135417,3.135417,2.916667,2.958333,0.744734,2410800
1976-08-23,2.958333,2.989583,2.906250,2.979167,0.753987,2074800
1976-08-30,2.979167,3.052083,2.968750,3.020833,0.764533,2811600
1976-09-06,3.020833,3.125000,3.010417,3.114583,0.788259,1407600
1976-09-13,3.114583,3.135417,3.052083,3.052083,0.772442,2398800
1976-09-20,3.052083,3.135417,3.031250,3.135417,0.793532,3291600
1976-09-27,3.125000,3.125000,3.031250,3.072917,0.777714,1647600
1976-10-04,3.072917,3.104167,3.031250,3.041667,0.769805,2101200
1976-10-11,3.041667,3.041667,2.885417,2.916667,0.738170,1257600
1976-10-18,2.916667,3.072917,2.885417,3.020833,0.764533,2094000
1976-10-25,3.020833,3.031250,2.937500,2.989583,0.756623,2005200
1976-11-01,2.989583,3.010417,2.916667,2.958333,0.748715,1875600
1976-11-08,2.958333,3.031250,2.885417,2.916667,0.738170,1807200
1976-11-15,2.916667,3.072917,2.916667,2.937500,0.743442,1831200
1976-11-22,2.937500,3.072917,2.916667,3.072917,0.783308,1371600
1976-11-29,3.072917,3.083333,2.916667,2.958333,0.754100,1834800
